image_id,path,true_label,true_class,pred_label,pred_class,pred_probability,correct,target_class_mode,target_label,target_class,original_path,gradcam_path,manual_focus_head,manual_focus_beak,manual_focus_wing,manual_focus_plumage,manual_focus_background,manual_notes
3310,data\raw\CUB_200_2011\images\058.Pigeon_Guillemot\Pigeon_Guillemot_0018_40195.jpg,57,058.Pigeon_Guillemot,57,058.Pigeon_Guillemot,0.9999610185623169,True,predicted,57,058.Pigeon_Guillemot,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\001_correct_image3310_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\001_correct_image3310_gradcam.jpg,,,,,,
979,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0047_19400.jpg,17,018.Spotted_Catbird,17,018.Spotted_Catbird,0.9999316930770874,True,predicted,17,018.Spotted_Catbird,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\002_correct_image979_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\002_correct_image979_gradcam.jpg,,,,,,
3279,data\raw\CUB_200_2011\images\057.Rose_breasted_Grosbeak\Rose_Breasted_Grosbeak_0104_39189.jpg,56,057.Rose_breasted_Grosbeak,56,057.Rose_breasted_Grosbeak,0.9999269247055054,True,predicted,56,057.Rose_breasted_Grosbeak,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\003_correct_image3279_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\003_correct_image3279_gradcam.jpg,,,,,,
4794,data\raw\CUB_200_2011\images\083.White_breasted_Kingfisher\White_Breasted_Kingfisher_0024_73736.jpg,82,083.White_breasted_Kingfisher,82,083.White_breasted_Kingfisher,0.9999263286590576,True,predicted,82,083.White_breasted_Kingfisher,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\004_correct_image4794_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\004_correct_image4794_gradcam.jpg,,,,,,
4475,data\raw\CUB_200_2011\images\077.Tropical_Kingbird\Tropical_Kingbird_0057_69283.jpg,76,077.Tropical_Kingbird,76,077.Tropical_Kingbird,0.9998860359191895,True,predicted,76,077.Tropical_Kingbird,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\005_correct_image4475_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\005_correct_image4475_gradcam.jpg,,,,,,
693,data\raw\CUB_200_2011\images\013.Bobolink\Bobolink_0019_10552.jpg,12,013.Bobolink,12,013.Bobolink,0.9998819828033447,True,predicted,12,013.Bobolink,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\006_correct_image693_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\006_correct_image693_gradcam.jpg,,,,,,
5655,data\raw\CUB_200_2011\images\097.Orchard_Oriole\Orchard_Oriole_0091_91774.jpg,96,097.Orchard_Oriole,96,097.Orchard_Oriole,0.9998779296875,True,predicted,96,097.Orchard_Oriole,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\007_correct_image5655_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\007_correct_image5655_gradcam.jpg,,,,,,
1975,data\raw\CUB_200_2011\images\035.Purple_Finch\Purple_Finch_0113_27547.jpg,34,035.Purple_Finch,34,035.Purple_Finch,0.9998656511306763,True,predicted,34,035.Purple_Finch,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\008_correct_image1975_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\008_correct_image1975_gradcam.jpg,,,,,,
3268,data\raw\CUB_200_2011\images\057.Rose_breasted_Grosbeak\Rose_Breasted_Grosbeak_0081_39136.jpg,56,057.Rose_breasted_Grosbeak,56,057.Rose_breasted_Grosbeak,0.9998631477355957,True,predicted,56,057.Rose_breasted_Grosbeak,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\009_correct_image3268_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\009_correct_image3268_gradcam.jpg,,,,,,
7322,data\raw\CUB_200_2011\images\125.Lincoln_Sparrow\Lincoln_Sparrow_0040_117721.jpg,124,125.Lincoln_Sparrow,124,125.Lincoln_Sparrow,0.9998607635498047,True,predicted,124,125.Lincoln_Sparrow,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\010_correct_image7322_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\010_correct_image7322_gradcam.jpg,,,,,,
937,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0056_18352.jpg,16,017.Cardinal,16,017.Cardinal,0.9998539686203003,True,predicted,16,017.Cardinal,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\011_correct_image937_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\011_correct_image937_gradcam.jpg,,,,,,
7773,data\raw\CUB_200_2011\images\133.White_throated_Sparrow\White_Throated_Sparrow_0021_128804.jpg,132,133.White_throated_Sparrow,132,133.White_throated_Sparrow,0.9998397827148438,True,predicted,132,133.White_throated_Sparrow,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\012_correct_image7773_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\012_correct_image7773_gradcam.jpg,,,,,,
8406,data\raw\CUB_200_2011\images\144.Common_Tern\Common_Tern_0084_147980.jpg,143,144.Common_Tern,146,147.Least_Tern,0.9932399988174438,False,predicted,146,147.Least_Tern,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\013_wrong_image8406_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\013_wrong_image8406_gradcam.jpg,,,,,,
10785,data\raw\CUB_200_2011\images\184.Louisiana_Waterthrush\Louisiana_Waterthrush_0018_177557.jpg,183,184.Louisiana_Waterthrush,182,183.Northern_Waterthrush,0.9919459223747253,False,predicted,182,183.Northern_Waterthrush,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\014_wrong_image10785_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\014_wrong_image10785_gradcam.jpg,,,,,,
8107,data\raw\CUB_200_2011\images\139.Scarlet_Tanager\Scarlet_Tanager_0093_138250.jpg,138,139.Scarlet_Tanager,139,140.Summer_Tanager,0.9901919364929199,False,predicted,139,140.Summer_Tanager,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\015_wrong_image8107_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\015_wrong_image8107_gradcam.jpg,,,,,,
3121,data\raw\CUB_200_2011\images\054.Blue_Grosbeak\Blue_Grosbeak_0111_36841.jpg,53,054.Blue_Grosbeak,13,014.Indigo_Bunting,0.9897449612617493,False,predicted,13,014.Indigo_Bunting,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\016_wrong_image3121_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\016_wrong_image3121_gradcam.jpg,,,,,,
1354,data\raw\CUB_200_2011\images\025.Pelagic_Cormorant\Pelagic_Cormorant_0088_23855.jpg,24,025.Pelagic_Cormorant,22,023.Brandt_Cormorant,0.9815574884414673,False,predicted,22,023.Brandt_Cormorant,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\017_wrong_image1354_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\017_wrong_image1354_gradcam.jpg,,,,,,
9783,data\raw\CUB_200_2011\images\167.Hooded_Warbler\Hooded_Warbler_0039_164928.jpg,166,167.Hooded_Warbler,179,180.Wilson_Warbler,0.9800534844398499,False,predicted,179,180.Wilson_Warbler,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\018_wrong_image9783_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\018_wrong_image9783_gradcam.jpg,,,,,,
3396,data\raw\CUB_200_2011\images\059.California_Gull\California_Gull_0121_41196.jpg,58,059.California_Gull,65,066.Western_Gull,0.9793965816497803,False,predicted,65,066.Western_Gull,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\019_wrong_image3396_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\019_wrong_image3396_gradcam.jpg,,,,,,
6373,data\raw\CUB_200_2011\images\109.American_Redstart\American_Redstart_0087_103371.jpg,108,109.American_Redstart,20,021.Eastern_Towhee,0.9772045016288757,False,predicted,20,021.Eastern_Towhee,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\020_wrong_image6373_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\020_wrong_image6373_gradcam.jpg,,,,,,
6020,data\raw\CUB_200_2011\images\103.Sayornis\Sayornis_0011_98610.jpg,102,103.Sayornis,38,039.Least_Flycatcher,0.9737828969955444,False,predicted,38,039.Least_Flycatcher,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\021_wrong_image6020_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\021_wrong_image6020_gradcam.jpg,,,,,,
7652,data\raw\CUB_200_2011\images\131.Vesper_Sparrow\Vesper_Sparrow_0013_109937.jpg,130,131.Vesper_Sparrow,75,076.Dark_eyed_Junco,0.973147451877594,False,predicted,75,076.Dark_eyed_Junco,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\022_wrong_image7652_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\022_wrong_image7652_gradcam.jpg,,,,,,
8815,data\raw\CUB_200_2011\images\150.Sage_Thrasher\Sage_Thrasher_0052_155605.jpg,149,150.Sage_Thrasher,182,183.Northern_Waterthrush,0.9679774641990662,False,predicted,182,183.Northern_Waterthrush,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\023_wrong_image8815_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\023_wrong_image8815_gradcam.jpg,,,,,,
1475,data\raw\CUB_200_2011\images\027.Shiny_Cowbird\Shiny_Cowbird_0002_24380.jpg,26,027.Shiny_Cowbird,8,009.Brewer_Blackbird,0.9602836966514587,False,predicted,8,009.Brewer_Blackbird,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\024_wrong_image1475_original.jpg,outputs\explainability\gradcam_phase6\20260823_222957_phase5_resnet18_ce_supcon_temp0_2\images\024_wrong_image1475_gradcam.jpg,,,,,,
