image_id,path,heatmap_path,correct,peak_x,peak_y,num_visible_parts,beak_visible,beak_peak_distance_px,beak_peak_hit,beak_heat_mass,eye_visible,eye_peak_distance_px,eye_peak_hit,eye_heat_mass,head_visible,head_peak_distance_px,head_peak_hit,head_heat_mass,wing_visible,wing_peak_distance_px,wing_peak_hit,wing_heat_mass,body_visible,body_peak_distance_px,body_peak_hit,body_heat_mass,target_peak_distance_px,target_peak_hit
11181,data\raw\CUB_200_2011\images\190.Red_cockaded_Woodpecker\Red_Cockaded_Woodpecker_0037_794733.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\001_correct_image11181_attention_heatmap.npy,True,208.0,16.0,12,True,113.08076656711737,False,0.04513364824811804,True,139.59110455147612,False,0.0433315555996834,True,113.08076656711737,False,0.11227951242987293,True,139.49604063642477,False,0.05869057960036801,True,105.70392469871962,False,0.14501868788636074,113.08076656711737,False
10954,data\raw\CUB_200_2011\images\186.Cedar_Waxwing\Cedar_Waxwing_0054_178141.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\002_correct_image10954_attention_heatmap.npy,True,144.0,48.0,11,True,107.71170891119613,False,0.022736959634637025,True,61.82816619923437,False,0.04126481358795316,True,30.043907874431202,False,0.15394219965553035,True,61.718038035960475,False,0.04785589275140296,True,61.718038035960475,False,0.1359751582590211,61.718038035960475,False
870,data\raw\CUB_200_2011\images\016.Painted_Bunting\Painted_Bunting_0087_15232.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\003_correct_image870_attention_heatmap.npy,True,80.0,208.0,12,True,151.52457180472476,False,0.052299267871677144,True,148.38693142361612,False,0.07429489155305377,True,136.9366767837518,False,0.155200119995899,True,126.27115442104338,False,0.07119255059716964,True,74.24564145063877,False,0.1777843807785036,126.27115442104338,False
7231,data\raw\CUB_200_2011\images\124.Le_Conte_Sparrow\Le_Conte_Sparrow_0058_795181.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\004_correct_image7231_attention_heatmap.npy,True,208.0,80.0,13,True,92.03603495821815,False,0.04094723796222471,True,72.19880350111335,False,0.04042085641108072,True,36.6486397819762,False,0.12288072827569174,True,90.49985217554472,False,0.04564650249042737,True,33.20474180964739,False,0.14646721513907326,72.19880350111335,False
1113,data\raw\CUB_200_2011\images\020.Yellow_breasted_Chat\Yellow_Breasted_Chat_0033_21873.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\005_correct_image1113_attention_heatmap.npy,True,80.0,16.0,12,True,49.49650175461726,False,0.07271925867914826,True,30.75471485715369,False,0.07235157520205282,True,20.71087912590292,True,0.22220476270061792,True,89.92374121820208,False,0.06238696464892394,True,74.50805684192258,False,0.17938849691259467,30.75471485715369,False
4674,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0080_72199.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\006_correct_image4674_attention_heatmap.npy,True,144.0,112.0,11,True,96.37827993211826,False,0.0167112327912303,True,88.09618234531723,False,0.04134950904317874,True,61.87085767401163,False,0.14643301514553986,True,13.396799867834861,True,0.060723569787591865,True,13.396799867834861,True,0.1506469457059962,13.396799867834861,True
979,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0047_19400.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\007_correct_image979_attention_heatmap.npy,True,80.0,144.0,10,True,123.24189560999434,False,0.0014889505968035991,True,109.6592708569772,False,0.028721836739775256,True,73.25737466964762,False,0.08038953758859231,True,32.1437151699939,False,0.06646864278261126,True,32.1437151699939,False,0.18508099934387165,32.1437151699939,False
875,data\raw\CUB_200_2011\images\016.Painted_Bunting\Painted_Bunting_0006_15249.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\008_correct_image875_attention_heatmap.npy,True,112.0,80.0,13,True,75.57934708926501,False,0.021173286539235656,True,52.742113760711966,False,0.04912402456670572,True,26.29609316009646,False,0.165021062584961,True,29.03123837410442,False,0.09265052794136582,True,18.239549575517177,True,0.26418630727030745,29.03123837410442,False
5142,data\raw\CUB_200_2011\images\088.Western_Meadowlark\Western_Meadowlark_0077_77814.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\009_correct_image5142_attention_heatmap.npy,True,144.0,80.0,12,True,55.40529615701651,False,0.03745652020068998,True,40.0929130199103,False,0.0323510686076262,True,30.29540682598649,False,0.12718639850544042,True,26.725534403062976,False,0.05717128073893079,True,25.53547203417845,False,0.1760580956481237,26.725534403062976,False
11120,data\raw\CUB_200_2011\images\189.Red_bellied_Woodpecker\Red_Bellied_Woodpecker_0088_180941.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\010_correct_image11120_attention_heatmap.npy,True,112.0,144.0,13,True,105.15451048750205,False,0.04051833310987377,True,115.06843788408794,False,0.026290014683622676,True,81.05005971476642,False,0.1330625547001397,True,25.13030509927263,False,0.08065920613704508,True,25.13030509927263,False,0.18755580018194268,25.13030509927263,False
11242,data\raw\CUB_200_2011\images\191.Red_headed_Woodpecker\Red_Headed_Woodpecker_0016_183007.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\011_correct_image11242_attention_heatmap.npy,True,80.0,48.0,10,True,31.094046349596056,False,0.022356722732294203,True,8.429599016676802,True,0.032983713486199745,True,8.429599016676802,True,0.13773964540595496,True,48.279489187309224,False,0.05075111935181084,True,24.21015987865239,False,0.06913854105852274,8.429599016676802,True
3845,data\raw\CUB_200_2011\images\067.Anna_Hummingbird\Anna_Hummingbird_0098_56388.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\012_correct_image3845_attention_heatmap.npy,True,176.0,176.0,11,True,125.32422249284923,False,0.04446562145394214,True,134.1248066671554,False,0.034828579928790786,True,105.78463959238496,False,0.13992238224457057,True,115.73796352214468,False,0.05578772827204045,True,69.57068159171077,False,0.20270368128295013,115.73796352214468,False
7201,data\raw\CUB_200_2011\images\123.Henslow_Sparrow\Henslow_Sparrow_0002_116930.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\013_wrong_image7201_attention_heatmap.npy,False,144.0,112.0,13,True,119.0383271568117,False,0.027090754660532273,True,104.86524914218124,False,0.0479276043258044,True,70.29577195315142,False,0.14004838276885953,True,30.50175536637528,False,0.06124822255388159,True,30.50175536637528,False,0.1676492197843953,30.50175536637528,False
7652,data\raw\CUB_200_2011\images\131.Vesper_Sparrow\Vesper_Sparrow_0013_109937.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\014_wrong_image7652_attention_heatmap.npy,False,176.0,112.0,13,True,54.635358314955454,False,0.08336308015209141,True,56.723833027853296,False,0.039711598422605354,True,40.471117087298715,False,0.17120213702049972,True,95.77307113174342,False,0.014351238887838094,True,7.7174277865193135,True,0.14541193495224267,54.635358314955454,False
6373,data\raw\CUB_200_2011\images\109.American_Redstart\American_Redstart_0087_103371.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\015_wrong_image6373_attention_heatmap.npy,False,80.0,144.0,13,True,93.52369502209318,False,0.053798562452129016,True,93.08516737346507,False,0.013968150361191256,True,73.70834769080206,False,0.10193215211249744,True,41.26090322515593,False,0.0748740909728051,True,2.814648806209447,True,0.23357923096049008,41.26090322515593,False
275,data\raw\CUB_200_2011\images\005.Crested_Auklet\Crested_Auklet_0075_785259.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\016_wrong_image275_attention_heatmap.npy,False,144.0,48.0,9,True,53.83847712561913,False,0.05030335228676101,False,inf,False,0.0,True,30.277425549416474,False,0.08376937338864744,True,62.51233666106225,False,0.08165973063589659,True,38.02750415585486,False,0.1827816207734955,53.83847712561913,False
7164,data\raw\CUB_200_2011\images\123.Henslow_Sparrow\Henslow_Sparrow_0018_116834.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\017_wrong_image7164_attention_heatmap.npy,False,176.0,208.0,13,True,161.83921434065513,False,0.020265731201973832,True,166.65841490209797,False,0.013430943958337967,True,144.09630463414092,False,0.1415518776824641,True,150.49393233103868,False,0.034828537728915226,True,91.39664329440382,False,0.16777016679663986,150.49393233103868,False
2461,data\raw\CUB_200_2011\images\043.Yellow_bellied_Flycatcher\Yellow_Bellied_Flycatcher_0008_42703.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\018_wrong_image2461_attention_heatmap.npy,False,112.0,144.0,11,True,102.8526164800323,False,0.013573918197279355,True,83.9605166948532,False,0.01835306994205233,True,70.36903594468174,False,0.0956336583612411,True,28.745150394622204,False,0.020576000239454308,True,28.745150394622204,False,0.1479676761370891,28.745150394622204,False
10509,data\raw\CUB_200_2011\images\179.Tennessee_Warbler\Tennessee_Warbler_0071_175084.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\019_wrong_image10509_attention_heatmap.npy,False,144.0,144.0,12,True,155.48288428850833,False,0.05254179196651556,True,126.07642285844327,False,0.05136552983341797,True,108.38181153241672,False,0.11983759438778463,True,57.77026979217569,False,0.037534978707260684,True,34.66908278222305,False,0.1751689722153827,57.77026979217569,False
10794,data\raw\CUB_200_2011\images\184.Louisiana_Waterthrush\Louisiana_Waterthrush_0042_177551.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\020_wrong_image10794_attention_heatmap.npy,False,80.0,80.0,13,True,105.47267266111118,False,0.04957412949947289,True,86.01357175838832,False,0.04957412949947289,True,69.59387490340102,False,0.10679305658212164,True,43.958763801810726,False,0.06624678957400984,True,33.30277759431585,False,0.20674466293171667,43.958763801810726,False
1672,data\raw\CUB_200_2011\images\030.Fish_Crow\Fish_Crow_0076_25971.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\021_wrong_image1672_attention_heatmap.npy,False,176.0,80.0,12,True,150.79239063619153,False,0.06306711260526912,True,156.5825627073462,False,0.06569244457513487,True,139.58397621201814,False,0.18299502665780257,True,86.02637645436725,False,0.05792431961714125,True,14.260222918021464,True,0.28747030516758604,86.02637645436725,False
812,data\raw\CUB_200_2011\images\015.Lazuli_Bunting\Lazuli_Bunting_0045_14954.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\022_wrong_image812_attention_heatmap.npy,False,112.0,80.0,13,True,85.43115330722254,False,0.03775845776453478,True,69.64504413285124,False,0.031067941591143566,True,37.29303703317754,False,0.1665349096781729,True,22.955534401792416,True,0.10479016240363215,True,14.037843244372212,True,0.2948922144698459,22.955534401792416,True
1827,data\raw\CUB_200_2011\images\033.Yellow_billed_Cuckoo\Yellow_Billed_Cuckoo_0045_26685.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\023_wrong_image1827_attention_heatmap.npy,False,80.0,80.0,11,True,111.36136295988064,False,0.003996022303584473,True,90.49759210220006,False,0.01995866981174118,True,62.05891751279205,False,0.03767663319441555,True,23.356999413375767,True,0.09939190910534086,True,23.356999413375767,True,0.1740275746630886,23.356999413375767,True
9783,data\raw\CUB_200_2011\images\167.Hooded_Warbler\Hooded_Warbler_0039_164928.jpg,outputs\explainability\swin_attention_bbox_part_alignment_source\20260830_141148_foreground_swin_tiny_bbox224\images\024_wrong_image9783_attention_heatmap.npy,False,112.0,16.0,13,True,78.40151178034859,False,0.050530746852424806,True,54.9551272004368,False,0.04157030843851972,True,41.63492178776295,False,0.2022871250737016,True,85.24132050054548,False,0.04902758955723715,True,50.7075600094476,False,0.2233872923377973,54.9551272004368,False
