image_id,label,class_name,x,y,path
902,16,017.Cardinal,-3.721768856048584,-0.624925434589386,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0045_18021.jpg
906,16,017.Cardinal,-4.340118885040283,-1.133531928062439,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0054_19334.jpg
928,16,017.Cardinal,-3.7908518314361572,0.7383197546005249,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0053_17541.jpg
934,16,017.Cardinal,-2.980468988418579,-0.7942070960998535,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0084_17576.jpg
937,16,017.Cardinal,-3.6622443199157715,0.6795610189437866,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0056_18352.jpg
939,16,017.Cardinal,-4.416123867034912,1.3894920349121094,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0092_17591.jpg
956,17,018.Spotted_Catbird,6.094645023345947,4.891092300415039,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0016_796803.jpg
959,17,018.Spotted_Catbird,5.529799461364746,5.695102691650391,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0031_796806.jpg
964,17,018.Spotted_Catbird,5.516746997833252,4.971384525299072,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0039_796811.jpg
966,17,018.Spotted_Catbird,4.742985725402832,6.093685626983643,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0045_796814.jpg
979,17,018.Spotted_Catbird,5.910461902618408,5.461465358734131,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0047_19400.jpg
989,17,018.Spotted_Catbird,4.900240898132324,4.895509243011475,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0008_796789.jpg
1405,25,026.Bronzed_Cowbird,3.343228816986084,-2.3941891193389893,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0012_796247.jpg
1415,25,026.Bronzed_Cowbird,3.6551458835601807,-3.8223159313201904,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0052_796216.jpg
1420,25,026.Bronzed_Cowbird,2.0457680225372314,-4.299708843231201,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0056_796222.jpg
1440,25,026.Bronzed_Cowbird,2.8274965286254883,-3.4230806827545166,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0029_796256.jpg
1445,25,026.Bronzed_Cowbird,2.5788729190826416,-3.4765796661376953,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0005_24173.jpg
1459,25,026.Bronzed_Cowbird,4.219239711761475,-5.179009914398193,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0044_24145.jpg
2173,38,039.Least_Flycatcher,-4.921726703643799,-7.203959941864014,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0060_30214.jpg
2175,38,039.Least_Flycatcher,-5.275245666503906,-6.225594997406006,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0011_30222.jpg
2176,38,039.Least_Flycatcher,-3.711190700531006,-6.9232497215271,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0024_30230.jpg
2182,38,039.Least_Flycatcher,-6.77714729309082,-5.569690704345703,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0095_30277.jpg
2185,38,039.Least_Flycatcher,-6.739077568054199,-7.696396827697754,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0077_30296.jpg
2227,38,039.Least_Flycatcher,-4.201145172119141,-7.079648017883301,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0099_30200.jpg
4674,80,081.Pied_Kingfisher,4.756810188293457,0.9632517099380493,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0080_72199.jpg
4677,80,081.Pied_Kingfisher,5.360835552215576,1.9235174655914307,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0040_72739.jpg
4678,80,081.Pied_Kingfisher,5.897683620452881,0.15320032835006714,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0022_72247.jpg
4680,80,081.Pied_Kingfisher,5.742274284362793,-0.2675517201423645,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0128_72775.jpg
4699,80,081.Pied_Kingfisher,6.362039566040039,0.1744731366634369,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0106_71404.jpg
4712,80,081.Pied_Kingfisher,5.9304633140563965,-1.0379587411880493,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0107_71987.jpg
5270,90,091.Mockingbird,-1.423945426940918,8.442432403564453,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0015_80652.jpg
5271,90,091.Mockingbird,-7.827513694763184,-5.173289775848389,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0035_79635.jpg
5294,90,091.Mockingbird,-2.4008827209472656,3.9214699268341064,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0106_81381.jpg
5308,90,091.Mockingbird,2.052656650543213,-1.0156346559524536,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0047_80819.jpg
5313,90,091.Mockingbird,-4.806857109069824,-5.215611934661865,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0086_81868.jpg
5322,90,091.Mockingbird,-3.6932411193847656,6.009217739105225,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0087_79600.jpg
5874,100,101.White_Pelican,-11.32790470123291,2.2961902618408203,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0035_96312.jpg
5875,100,101.White_Pelican,-11.457071304321289,1.1602777242660522,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0009_97340.jpg
5876,100,101.White_Pelican,-10.84956169128418,0.2558734118938446,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0071_96061.jpg
5900,100,101.White_Pelican,-10.693245887756348,1.6068857908248901,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0075_96422.jpg
5910,100,101.White_Pelican,-11.700520515441895,1.8495855331420898,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0047_97190.jpg
