image_id,label,class_name,x,y,path
902,16,017.Cardinal,-2.8926808834075928,-5.639369964599609,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0045_18021.jpg
906,16,017.Cardinal,-4.68572473526001,-3.478569984436035,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0054_19334.jpg
928,16,017.Cardinal,-3.1861796379089355,-4.2546706199646,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0053_17541.jpg
934,16,017.Cardinal,-3.698890447616577,-5.12413215637207,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0084_17576.jpg
937,16,017.Cardinal,-2.322199583053589,-4.366146087646484,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0056_18352.jpg
939,16,017.Cardinal,-2.2106964588165283,-4.556896686553955,data\raw\CUB_200_2011\images\017.Cardinal\Cardinal_0092_17591.jpg
956,17,018.Spotted_Catbird,9.44442081451416,3.646601915359497,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0016_796803.jpg
959,17,018.Spotted_Catbird,9.430656433105469,1.3770546913146973,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0031_796806.jpg
964,17,018.Spotted_Catbird,9.32928466796875,2.8585140705108643,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0039_796811.jpg
966,17,018.Spotted_Catbird,10.420241355895996,4.279119968414307,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0045_796814.jpg
979,17,018.Spotted_Catbird,9.567938804626465,2.7598390579223633,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0047_19400.jpg
989,17,018.Spotted_Catbird,9.08383846282959,1.323685884475708,data\raw\CUB_200_2011\images\018.Spotted_Catbird\Spotted_Catbird_0008_796789.jpg
1405,25,026.Bronzed_Cowbird,5.01727294921875,-2.0517795085906982,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0012_796247.jpg
1415,25,026.Bronzed_Cowbird,5.195487976074219,-0.7476962804794312,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0052_796216.jpg
1420,25,026.Bronzed_Cowbird,7.673343658447266,-1.4195213317871094,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0056_796222.jpg
1440,25,026.Bronzed_Cowbird,5.6777496337890625,-1.3474034070968628,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0029_796256.jpg
1445,25,026.Bronzed_Cowbird,6.609425067901611,-1.7036347389221191,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0005_24173.jpg
1459,25,026.Bronzed_Cowbird,2.5893380641937256,0.4358424246311188,data\raw\CUB_200_2011\images\026.Bronzed_Cowbird\Bronzed_Cowbird_0044_24145.jpg
2173,38,039.Least_Flycatcher,-6.303173542022705,2.620858907699585,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0060_30214.jpg
2175,38,039.Least_Flycatcher,-3.4223616123199463,5.750765800476074,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0011_30222.jpg
2176,38,039.Least_Flycatcher,-6.90578031539917,2.092054605484009,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0024_30230.jpg
2182,38,039.Least_Flycatcher,-5.748289108276367,5.907797813415527,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0095_30277.jpg
2185,38,039.Least_Flycatcher,-5.428159236907959,5.1103034019470215,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0077_30296.jpg
2227,38,039.Least_Flycatcher,-5.717337131500244,3.621027946472168,data\raw\CUB_200_2011\images\039.Least_Flycatcher\Least_Flycatcher_0099_30200.jpg
4674,80,081.Pied_Kingfisher,8.34482479095459,7.900245666503906,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0080_72199.jpg
4677,80,081.Pied_Kingfisher,9.33242130279541,6.748353958129883,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0040_72739.jpg
4678,80,081.Pied_Kingfisher,9.20779800415039,8.46147632598877,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0022_72247.jpg
4680,80,081.Pied_Kingfisher,8.4148530960083,8.180069923400879,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0128_72775.jpg
4699,80,081.Pied_Kingfisher,8.475836753845215,9.006010055541992,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0106_71404.jpg
4712,80,081.Pied_Kingfisher,6.935703754425049,8.179747581481934,data\raw\CUB_200_2011\images\081.Pied_Kingfisher\Pied_Kingfisher_0107_71987.jpg
5270,90,091.Mockingbird,1.0137853622436523,0.797723114490509,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0015_80652.jpg
5271,90,091.Mockingbird,2.5781242847442627,-1.8020161390304565,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0035_79635.jpg
5294,90,091.Mockingbird,2.0375783443450928,2.678119659423828,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0106_81381.jpg
5308,90,091.Mockingbird,-1.425334095954895,6.9927873611450195,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0047_80819.jpg
5313,90,091.Mockingbird,-0.5362468361854553,-0.38041386008262634,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0086_81868.jpg
5322,90,091.Mockingbird,-1.2898218631744385,3.3160417079925537,data\raw\CUB_200_2011\images\091.Mockingbird\Mockingbird_0087_79600.jpg
5874,100,101.White_Pelican,4.324977397918701,-10.216739654541016,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0035_96312.jpg
5875,100,101.White_Pelican,3.3390586376190186,-9.266654014587402,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0009_97340.jpg
5876,100,101.White_Pelican,2.529107093811035,-9.332169532775879,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0071_96061.jpg
5900,100,101.White_Pelican,4.179818153381348,-8.986449241638184,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0075_96422.jpg
5910,100,101.White_Pelican,4.110534191131592,-10.169355392456055,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0047_97190.jpg
5913,100,101.White_Pelican,4.700937747955322,-10.325665473937988,data\raw\CUB_200_2011\images\101.White_Pelican\White_Pelican_0054_97528.jpg
5946,101,102.Western_Wood_Pewee,-7.393298625946045,5.814420700073242,data\raw\CUB_200_2011\images\102.Western_Wood_Pewee\Western_Wood_Pewee_0041_795048.jpg
5947,101,102.Western_Wood_Pewee,-7.332756996154785,4.2896809577941895,data\raw\CUB_200_2011\images\102.Western_Wood_Pewee\Western_Wood_Pewee_0003_795050.jpg
5948,101,102.Western_Wood_Pewee,-6.1676530838012695,0.8741244077682495,data\raw\CUB_200_2011\images\102.Western_Wood_Pewee\Western_Wood_Pewee_0040_795051.jpg
5951,101,102.Western_Wood_Pewee,-6.923580646514893,4.547680854797363,data\raw\CUB_200_2011\images\102.Western_Wood_Pewee\Western_Wood_Pewee_0028_795057.jpg
